"Auction ended on Thu, Dec 4, 2014",Fine Art Auctions Miami,"['4141 NE 2nd Ave. Suite 106A', 'Miami, FL 33137', 'United States']","['$2,200,000.00', '$2,150,000.00', '$2,100,000.00', '$2,050,000.00', '$2,000,000.00', '$1,950,000.00', '$1,900,000.00', '$1,850,000.00', '$1,800,000.00', '$1,750,000.00', '$1,700,000.00', '$1,600,000.00', '$1,500,000.00', '$1,300,000.00', '$1,250,000.00', '$1,250,000.00']","Estimate $2,500,000 - $3,000,000","['Pablo PICASSO (French, 1881-1973)', <br/>, 'La Peintre et son modele, 26 March 1965', <br/>, 'Oil on canvas', <br/>, 'Signed upper right Picasso, numbered and dated on the back 26.3.65 V, initialed K on the stretcher', <br/>, '18 x 21.77 in. – 45.8 x 55.3 cm.', <br/>, 'Provenance', <br/>, 'Galerie Louise Leiris, Paris', <br/>, 'Literature', <br/>, '1972 C. ZErvos, Pablo Picasso, vol. 25 oeuvres de 1965-1967. Paris, no. 69 (illustrated p. 40)']","La Peintre et son modele, 26 March 1965",https://www.liveauctioneers.com/item/32194900_la-peintre-et-son-modele-26-march-1965,"Sold for $2,200,000"
"Auction ended on Thu, Dec 6, 2012",Fine Art Auctions Miami,"['4141 NE 2nd Ave. Suite 106A', 'Miami, FL 33137', 'United States']","['$1,100,000.00', '$1,020,000.00', '$1,010,000.00', '$1,000,000.00', '$990,000.00', '$980,000.00', '$970,000.00', '$960,000.00', '$960,000.00']","Estimate $1,200,000 - $1,800,000","[<b>Title, Year: </b>, 'Untitled, 1920', <br/>, <br/>, 'Pablo PICASSO (1881-1973)', <br/>, 'Untitled, 1920', <br/>, 'Oil on canvas, signed lower left', <br/>, '10.5 x 8.75 in. - 26.7 x 22.2 cm.', <br/>]",58: Pablo PICASSO (1881-1973),https://www.liveauctioneers.com/item/14373034_58-pablo-picasso-1881-1973,"Sold for $1,100,000"
"Auction ended on Thu, Apr 25, 2013",Wright,"['1440 W. Hubbard St.', 'Chicago, IL 60642', 'United States']","['$620,000.00', '$600,000.00', '$580,000.00', '$550,000.00', '$520,000.00', '$500,000.00', '$480,000.00', '$450,000.00', '$420,000.00', '$498,000.00']","Estimate $800,000 - $1,000,000","['Pablo Picasso Buste de Femme ', <br/>, 'Spain, 1942 ', <br/>, 'pencil on wove paper ', <br/>, '15 h x 12.25 w inches ', <br/>, ""Dated to the top right corner '23.4.42'. Estate stamp to the reverse 'Succ. Pablo Picasso Coll. Marina Picasso'. "", <br/>, 'Literature: ', <i>Pablo Picasso, Vol. 12 Oeuvres de 1942 et 1943</i>, ', Zervos, no. 39 ', <br/>, ""Provenance: Estate of the Artist, Marina Picasso | Jerald Melbery Gallery, Charlotte, NC | Estate of William H. Van Every, Jr. | Sotheby's, New York, "", <i>Impressionist &amp; Modern Drawings and Watercolors</i>, ', 12 November 1988, Lot 141A | Acquired from James Rondell, London in 1997 | Important private collection']",Pablo Picasso Buste de Femme,https://www.liveauctioneers.com/item/16813324_pablo-picasso-buste-de-femme,"Sold for $620,000"
"Auction ended on Mon, May 13, 2013",Leslie Hindman Auctioneers,"['1338 West Lake Street', 'Chicago, IL 60607', 'United States']","['$475,000.00', '$450,000.00', '$425,000.00', '$400,000.00', '$375,000.00', '$350,000.00', '$325,000.00', '$300,000.00', '$290,000.00', '$280,000.00', '$270,000.00', '$260,000.00', '$250,000.00', '$240,000.00', '$230,000.00', '$220,000.00', '$210,000.00', '$200,000.00', '$190,000.00', '$180,000.00', '$170,000.00', '$160,000.00', '$150,000.00', '$140,000.00', '$130,000.00', '$120,000.00', '$110,000.00', '$100,000.00', '$95,000.00', '$90,000.00', '$85,000.00', '$80,000.00', '$75,000.00', '$70,000.00', '$65,000.00', '$60,000.00', '$55,000.00', '$50,000.00', '$50,000.00']","Estimate $100,000 - $150,000","[<b>Pablo Picasso</b>, <br/>, '(Spanish, 1881-1973)', <br/>, <i>Buste de Femme d'apres Cranach le Jeune</i>, ', 1958 (verso Trial Proof ', <i>Premier Plateau: Le Bistre</i>, ')', <br/>, 'linoleum cut; Galerie Louise Leiris, pub.', <br/>, 'Artist Proof before the edition of 50, inscribed ', <i>Linogravure Originale de Picasso 1958. Tirage realise par moi-H Arnera</i>, ' (verso)', <br/>, '25 1/2 x 20 7/8 inches.', <br/>, <br/>, 'Ref: Bloch, 859', <br/>, 'Property from the Estate of Mr. Ivan Bowen II, Wayzata, Minnesota', <br/>, <br/>, 'Provenance:', <br/>, 'Gerhard Wurzer Gallery, Houston, Texas']","Pablo Picasso, (Spanish, 1881-1973), Buste de Femme d'a",https://www.liveauctioneers.com/item/17183244_pablo-picasso-spanish-1881-1973-buste-de-femme-d-a,"Sold for $475,000"
"Auction ended on Thu, Apr 25, 2013",Wright,"['1440 W. Hubbard St.', 'Chicago, IL 60642', 'United States']","['$370,000.00', '$360,000.00', '$350,000.00', '$340,000.00', '$330,000.00', '$320,000.00', '$300,000.00', '$280,000.00', '$260,000.00', '$240,000.00', '$220,000.00', '$240,000.00', '$220,000.00', '$200,000.00', '$190,000.00', '$180,000.00', '$170,000.00', '$165,000.00', '$160,000.00', '$150,000.00', '$126,000.00']","Estimate $250,000 - $350,000","['Pablo Picasso Le Peintre et Son Modèle I ', <br/>, 'Spain, 1970 ', <br/>, 'pencil, ink and chalk on paperboard ', <br/>, '8.75 h x 12 w inches ', <br/>, ""Signed and dated to the upper left 'Picasso 30.6.70.' Dated to the reverse '30.6.70 I'. "", <br/>, 'Literature: ', <i>Pablo Picasso, Vol. 32 Oeuvres de 1970</i>, ', Zervos, no. 178 ', <br/>, 'Provenance: Acquired from Galerie Louise Leiris, Paris in 1992 | Important private collection']",Pablo Picasso Le Peintre et Son Modèle I,https://www.liveauctioneers.com/item/16813330_pablo-picasso-le-peintre-et-son-modle-i,"Sold for $370,000"
"Auction ended on Wed, Nov 4, 2015",Dallas Auction Gallery,"['2235 Monitor Street', 'Dallas, TX 75207', 'United States']","['$325,000.00', '$300,000.00', '$300,000.00', '$275,000.00', '$250,000.00', '$240,000.00', '$230,000.00', '$220,000.00', '$210,000.00', '$220,000.00', '$210,000.00', '$200,000.00', '$190,000.00', '$200,000.00', '$190,000.00', '$180,000.00', '$170,000.00', '$160,000.00', '$150,000.00', '$140,000.00', '$130,000.00', '$130,000.00']","Estimate $250,000 - $350,000","['Pablo Picasso, ""Vase deux anses grand oiseau"" unique ceramic, white terra cotta with hand-decorated paint, slip and glaze, 1949. Dated, ""2.49"" underneath. Vase: 20.675""H x 14.5""W x 12""D. PROVENANCE: Estate of the artist. Jacqueline Picasso, Paris (by descent from the estate). Etienne Sassi Inc., Paris. (acquired from the above). Elliott Yeary Gallery, Aspen, Colorado. From the Collection of Sam Wyly, Dallas, Texas (acquired from the above in 2001). EXHIBITED:""Hommage a Jacqueline Picasso,"" Galerie Sassi Milici, Vallauris, France, July 21-September 10, 1990. ""Picasso-Unique Ceramics,"" Hammer Galleries, May 1-June 11, 1996. ""Picasso-Unique Ceramics,"" Nassau County Museum of Art, Roslyn Harbor, NY, November 16, 1996-January 26, 1997. LITERATURE: ""Picasso: Unique Ceramics, From the Estate of Jacqueline Picasso,"" New York: Hammer Galleries, 1999, on cover and p. 53 (illustrated in color). Sandra Benadretti-Pellard, ""Picasso: Céramiste à Vallauris, Pièces uniques,"" Museé Magnelli, Museé de la Céramique, Paris: Chiron, 2004, Cat. 98, (illustrated in color on cover, pp. 33, 142). NOTE: Standing over twenty inches tall and with a commanding physical presence, the ""Vase deux anses grand oiseau"" has an elegance and power singularly stated within the oeuvre of Picasso\'s unique ceramic works. By using darker hues and alternating the contours of the form separated by a white glaze, this large bird as a two-handled vase gains recognizable definition and movement from one compositional element to the next. Somewhat bizarrely, a smiling anthropomorphic head with incised features rests on the center of the breast, as the wings become grotesque ears and the handles ringed horns. The alternating use of color and line guides the eye from the simple-footed base to the incised features of the bird\'s head at top, always drawing us back into the plentiful middle, where we alternate between seeing both man and beast. The original signed certificate of authenticity from Maya Widmaier Picasso dated November 17, 1996 is included with this lot. Additionally, a copy of the signed certificate of authenticity from Catherine Hutin (Jacqueline Picasso\'s daughter) is also included. We would like to give special thanks to The Nasher Sculpture Center for their loan of the display pedestal for this work. Pablo Picasso (Spanish, 1881-1973).']","Pablo Picasso, ""Vase deux anses grand oiseau""",https://www.liveauctioneers.com/item/41873611_pablo-picasso-vase-deux-anses-grand-oiseau,"Sold for $325,000"
"Auction ended on Fri, May 15, 2009",Skinner ,"['63 Park Plaza', 'Boston, MA 02116', 'United States']",,"Estimate $450,000 - $650,000","[<b>Pablo Picasso (Spanish, 1881-1973)</b>, <br/>, <br/>, <b>Portrait of Ambroise Vollard with His Cat</b>, <br/>, 'Signed and dated ""Picasso 13?2?1938"" in ink l.r. and on the reverse.', <br/>, 'Crayon and ink on paper, sheet size 8 1/8 x 5 1/4 in. (21.0 x 13.3 cm), framed.', <br/>, 'Condition: Taped to silk-covered mat at four corners, trimmed sheet (probably by the artist) along left and top margin.', <br/>, <br/>, 'Provenance: Daniel Sickles, Paris, France; Hans Peter Kraus, New York; Estate of Anna Eleanor Roosevelt (n?e Braman) Grasso, Essex, Connecticut. ', <br/>, <br/>, 'Literature:  Johnson, Una E., ', <i>Ambroise Vollard, Editeur [Prints, Books, Bronzes]</i>, "", New York: The Museum of Modern Art, 1977, pp. 32, 44; [Collection Daniel Sickles] Biblioth?que d'un Amateur, Tr?s Beaux Livres Illustr?s Modernes Dans d'Importantes Reliures dont 53 Sign?es de Pierre Legrain, Exemplaires uniques dont Les Fleurs du Mal Illustr?es par Rouault, Deuxieme partie, Paris: Mus?e Galli?ra, 21 May 1963 (no. 265); Kraus, H.P., "", <i>The Illustrated Book</i>, ', Catalogue 108, no. 138, 1964 (illus. plate XLVII).', <br/>, <br/>, 'Exhibitions:  Impresario Ambroise Vollard, The Museum of Modern Art, New York, June 9 - September 7, 1977 [cover illustration for exhibition brochure]; Krannert Art Museum, University of Illinois, Urbana-Champaign, January 15 - February 19, 1978 (lent to the traveling exhibit by Mr. and Mrs. Graham H.R. Jenkins [Anna Eleanor Roosevelt Braman] on February 28, 1977).', <br/>, 'N.B. The present work was one of eight original drawings included in the sale of a presentation copy of ', <i>Souvenirs d'un marchand de tableaux</i>, ' by Ambroise Vollard, published by ?ditions Albin Michel in 1937, which was pen inscribed and gifted to his chauffeur Marcel Z. Meraud. ', <br/>, ""Ambroise Vollard was amongst Picasso's earliest dealers, beginning their relationship in 1901 and ending with Vollard's tragic death in 1939. He was influential in introducing Picasso to prominent collectors, such as Leo and Gertrude Stein, as well as works by artists he represented such as Paul Cezanne, Paul Gauguin and Henri Matisse. Though his role as Picasso's primary dealer waned after 1911, Vollard continued to promote him over the decades through his work as an "", <i>?diteur</i>, "" of editioned bronzes, prints, and art books. (1) The Vollard Suite, a series of 100 etchings commissioned by Vollard in 1927 and completed in 1937, is among Picasso's most ambitious print work in scale and subject. In the series, one of the themes examined is the artist's relationship to his muse. While allusions to his lover Marie-Th?r?se Walter figure prominently, three profile portraits of Vollard serve as an end cap to the series, presumably as a salutatory gesture. "", <br/>, 'Picasso was known to have made only a small number of portraits of Vollard in various medium, including the aforementioned etchings. His best known portrait of Vollard is also his earliest, dating to 1910, which is a paradigm example of Picasso\'s ""analytic cubist"" style. A graphite portrait on paper dated to 1915 is also known, which is a naturalistic rendering of Vollard in a formal seated pose. The present work, in its synthesis of facets and lines, strikes a balance between the fragmented depiction of 1910 and the meticulously composed portrait of 1915. It captures a moment of domestic absorption between Vollard and his cat. The frenetic lines masterfully convey the cat\'s attempts to right itself from its vulnerable, cradled position, while the heavy contours of Vollard\'s hand expresses his attempt to tame its wildness.  ', <br/>, 'The present portrait, a recently rediscovered work, may have been the inspiration for the etching with aquatint entitled ""Vollard et son Chat"" c. 1960, as well as an undated oil painting in a private collection of the same subject. ', <br/>, <br/>, '(1)   Tinterow, Gary. ""Vollard and Picasso."" Cezanne to Picasso: Ambroise Vollard, Patron of the Avant-Garde. New York: The Metropolitan Museum of Art, 2006. Pg. 101. ', <br/>, <br/>]","378: Pablo Picasso (Spanish, 1881-1973) Portrait of Amb",https://www.liveauctioneers.com/item/6398057_378-pablo-picasso-spanish-1881-1973-portrait-of-amb,"Sold for $265,000"
"Auction ended on Wed, May 16, 2018",Dallas Auction Gallery,"['2235 Monitor Street', 'Dallas, TX 75207', 'United States']","['$240,000.00', '$230,000.00', '$220,000.00', '$210,000.00', '$200,000.00', '$190,000.00', '$180,000.00', '$170,000.00', '$160,000.00', '$150,000.00', '$140,000.00', '$130,000.00', '$130,000.00']","Estimate $250,000 - $450,000","['Pablo Picasso ""Untitled (Fresco from the Villa La Mimoseraie with verses by Apollinaire)"" oil on stucco laid down on canvas and mounted on board, 1918. Canvas: 50.5""H x 48.375""W; Frame: 66.875""H x 64.625""W. PROVENANCE: Collection of Madame Eugenia Errazuriz, Biarritz. Collection Bouet. M. Breen. Maxim Blanc, Marseille. Private Collection. Fred Hughes. Private Collection. Galerie Gmurzynska, Zurich, Switzerland (label on verso). Private Collection, Dallas, TX. LITERATURE: Christian Zervos, ""Pablo Picasso, Oeuvres de 1917 à 1919,"" vol. III, Paris, 1949, no. 229, illustrated p. 80. The Picasso Project, ed., ""Picasso\'s Paintings, Watercolors, Drawings and Sculpture, From Cubism to Neoclassicism 1917-1919,"" San Francisco, 1995, no. 18-133, illustrated p. 136. NOTE: Accompanied by a Certificate of Authenticity from the Picasso Foundation. Painted by the artist in 1918 for his dear friend, Madame Eugenia Errazuriz, this exceedingly rare fresco originally decorated a wall in her Southern France villa, La Mimoseraie. Eugenia was a patron of Modernism and was a hugely influential figure for many of the great artists of the time, including Picasso, who considered her to be his mentor, muse, and model. It was at La Mimoseraie that Picasso and his first wife, Olga Khokhlova, spent their honeymoon as guests of Eugenia. As a thank you to his hostess, Picasso shut himself away upstairs in the ""Blue Room"" and painted a series of murals depicting bathers, florals, and verses written by his dear friend, the French poet, Guillaume Apollinaire. Illustrated in this work alongside a pretty vase of flowers is the first quatrain from the poem, ""Les Saisons"", which reads: ""It was a blessed time, we passed it on the beaches Go there at first light, hatless and barefoot Quick as the flitting tongue of a toad Love\'s Cupid wounded to the heart both fool and sage alike"". For Picasso, this quatrain epitomized the mood of his classical honeymoon, with its allusion to Cupid\'s arrow and the surrounding organic imagery. The painting\'s large scale and energetic execution reflect a period of intense love and excitement for the artist. It celebrates Picasso\'s new marriage to Olga but also expresses his love of the Mediterranean, which inspired him to paint the mythological themes that became such important and enduring motifs in his art. NOTE: A sister piece from La Mimoseraie titled ""Venus et amour"" sold at Sotheby\'s New York: November 5, 2014 (lot 375). Pablo Picasso (Spanish, 1881-1973). Please note: We will not be accepting bids on this lot via internet bidding. Please contact the gallery to register for bidding.']","Pablo Picasso ""Untitled (Fresco from the Villa La",https://www.liveauctioneers.com/item/61806178_pablo-picasso-untitled-fresco-from-the-villa-la,"Sold for $240,000"
"Auction ended on Wed, Aug 28, 2013",Kodner Galleries Inc.,"['45 South Federal Highway', 'Dania Beach, FL 33004', 'United States']","['$220,000.00', '$210,000.00', '$200,000.00', '$190,000.00', '$180,000.00', '$170,000.00', '$160,000.00', '$150,000.00', '$120,000.00']","Estimate $250,000 - $300,000","['Pablo Picasso Spanish (1881-1973) Gouache & Ink Wash on Paper ""Joie de Vivre"" Signed Picasso Lower Right. Claude Picasso & Maya Widmaier Picasso Have Confirmed the Authenticity of this Work. Paperwork Included. Very Good Condition. Provenance: Hirschl & Adler Galleries, New York; Irving Galleries, Palm Beach, Florida; Acquired from Irving Galleries, Palm Beach, Florida by the Present Owner Circa 1978-1979. Measures 20 Inches by 26 Inches, Frame Measures 29-3/4 Inches by 36 Inches. We Will Not Ship This Item In-House Because it Needs Crating, Freighting and Special Insurance. We Would be Happy to Recommend a List of Approved Vendors Upon Request']",Pablo Picasso Spanish (1881-1973) Gouache & Ink Wash on,https://www.liveauctioneers.com/item/19525307_pablo-picasso-spanish-1881-1973-gouache-and-ink-wash-on,"Sold for $220,000"
"Auction ended on Sat, Jun 29, 2013",D.G.W. Auctioneers Inc.,"['760 Kifer Road', 'Sunnyvale, CA 94086', 'United States']","['$215,000.00', '$210,000.00', '$205,000.00', '$200,000.00', '$195,000.00', '$190,000.00', '$185,000.00', '$180,000.00', '$175,000.00', '$170,000.00', '$165,000.00', '$160,000.00', '$155,000.00', '$150,000.00', '$145,000.00', '$140,000.00', '$135,000.00', '$134,000.00', '$133,500.00', '$133,000.00', '$132,500.00', '$132,000.00', '$131,500.00', '$131,000.00', '$130,500.00', '$130,000.00', '$129,500.00', '$129,000.00', '$128,500.00', '$128,000.00', '$127,500.00', '$127,000.00', '$126,500.00', '$126,000.00', '$125,500.00', '$125,000.00', '$124,500.00', '$124,000.00', '$123,500.00', '$123,000.00', '$122,500.00', '$122,000.00', '$121,500.00', '$121,000.00', '$120,500.00', '$120,000.00', '$110,000.00', '$100,000.00', '$95,000.00', '$90,000.00', '$90,000.00']","Estimate $180,000 - $280,000","['PABLO PICASSO, (Spanish 1881-1973) Color linoleum cut, limited edition: #16/50 Bust de Femme au Chapeau, 1962 24 x 20 inches Float matted in gilt wood frame with ivory silk mat, glazed. Overall: 41 ½ x 36 inches.\r\nProvenance: Alexander Kahan Fine Arts, New York, 1985. Copy of purchase receipt attached.']",Pablo Picasso Linoleum Cut #16/50 Bust de Femme...,https://www.liveauctioneers.com/item/18170396_pablo-picasso-linoleum-cut-1650-bust-de-femme,"Sold for $215,000"
